,Title,Price [€],Purchase Date,Model
35,ASUS ROG Strix GeForce RTX 3070 Ti OC 8GB GDDR6X Grafikkarte,510.0,2023-02-01,RTX 3070
36,8GB ASUS TUF-RTX3070-O8G-V2-GAMING LHR + Bluetooth Adapter und Gaming Mouse,403.0,2023-02-01,RTX 3070
37,Asus Dual GeForce RTX 3070 8GB OC V2 Grafikkarte - 3x DisplayPort/2x HDMI - LHR,636.99,2023-02-01,RTX 3070
38,ASUS GeForce RTX 3070 TI  ROG STRIX OC - 8GB GDDR6,580.0,2023-02-01,RTX 3070
39,ASUS TUF GeForce RTX 3070 TI V2 OC Edition 8GB Gaming Grafikkarte,797.9,2023-02-01,RTX 3070
40,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6 Grafikkarte ohne LHR,380.0,2023-02-01,RTX 3070
41,MSI GeForce RTX 3070 SUPRIM X 8GB GDDR6,420.37,2023-02-01,RTX 3070
42,MSI GeForce RTX 3070 Ti GAMING X TRIO 8GB GDDR6X Grafikkarte,415.0,2023-01-31,RTX 3070
43,GIGABYTE AORUS Master GeForce RTX 3070 8GB GDDR6 Grafikkarte ,435.0,2023-01-31,RTX 3070
44,"MSI GeForce RTX 3070 Ti GAMING X TRIO 8G LHR, Grafikkarte",768.56,2023-01-31,RTX 3070
45,ASUS GeForce RTX 3070 DUAL OC 8GB GDDR6 Grafikkarte,439.0,2023-01-31,RTX 3070
46,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6 Grafikkarte,426.0,2023-01-31,RTX 3070
47,"Gainward GeForce RTX 3070 Ti Phoenix Grafikkarte 8GB GDDR6X, HDMI, 3x DP Desktop",540.0,2023-01-31,RTX 3070
48,GIGABYTE GeForce RTX 3070 EAGLE OC 8GB GDDR6 mit OVP (Top Zustand),435.0,2023-01-31,RTX 3070
49," Geforce RTX3070 MANLI 8GB Grafikkarte, HDMI 2.1, 3x DisplayPort 1.4a",450.0,2023-01-31,RTX 3070
50,ASUS TUF GeForce RTX 3070 8GB OC Grafikkarte,449.0,2023-01-31,RTX 3070
51,Zotac GeForce RTX 3070 Twin Edge OC LHR White  8 GB OC  Enthusiast Grafikkarte,631.95,2023-01-31,RTX 3070
52,Gigabyte GeForce RTX 3070 Vision OC 8GB GDDR6 G-Sync - Zustand sehr gut ,425.0,2023-01-30,RTX 3070
53,ASUS TUF Gaming GeForce RTX 3070 Ti OC V2 8GB GDDR6X 2x HDMI 3x Displayport 1.4a,725.32,2023-01-30,RTX 3070
54,GIGABYTE GeForce RTX 3070 Ti GAMING OC 8G 8GB GDDR6X Grafikkarte (GV-N307TGAMING,500.0,2023-01-30,RTX 3070
55,GIGABYTE GeForce RTX 3070 EAGLE OC 8GB GDDR6 mit OVP (Top Zustand),435.0,2023-01-30,RTX 3070
56,MSI GeForce RTX 3070 Ventus 2X OC 8GB GDDR6 GPU Grafikkarte,443.0,2023-01-30,RTX 3070
57,Gigabyte GeForce RTX™ 3070 VISION OC 8GB GDDR6 Grafikkarte,421.0,2023-01-30,RTX 3070
58,RTX 3070 MSI Suprim X Grafikkarte *Neuwertig*,475.0,2023-01-30,RTX 3070
59,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6 Grafikkarte,450.0,2023-01-30,RTX 3070
0,ASUS ROG Strix GeForce RTX 3070 OC 8GB GDDR6X White Edition Grafikkarte,400.0,2023-01-30,RTX 3070
1,GIGABYTE GeForce RTX 3070 GAMING OC 8GB (Rev 2.0),404.77,2023-01-29,RTX 3070
2,NVIDIA ASUS ROG Strix GeForce RTX 3070 Ti OC Grafikkarte OVP (Ohne Grafikkarte),393.0,2023-01-29,RTX 3070
3,"Gainward GeForce RTX 3070 Phantom V1 (LHR), 8GB GDDR6, HDMI, 3x DP (2171)",401.0,2023-01-29,RTX 3070
4,GIGABYTE AORUS GeForce RTX 3070 8GB GDDR6 Grafikkarte *** NEUN MONATE ALT **,467.0,2023-01-29,RTX 3070
5,Gigabyte GeForce RTX 3070 Gaming OC 8GB GDDR6 - Zustand sehr gut,520.0,2023-01-29,RTX 3070
6,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6 Grafikkarte,380.0,2023-01-29,RTX 3070
7,MSI Nvidia Geforce RTX 3070 Gaming X Trio 8GB GDDR6 Non LHR,418.0,2023-01-29,RTX 3070
8,ASUS GeForce RTX 3070 DUAL OC 8GB GDDR6 Grafikkarte,439.0,2023-01-29,RTX 3070
9,MSI GeForce RTX 3070 SUPRIM X 8GB GDDR6 Grafikkarte,680.0,2023-01-29,RTX 3070
10,MSI Geforce RTX 3070 Suprim X (NON LHR),476.0,2023-01-29,RTX 3070
11,ASUS GeForce RTX 3070 DUAL OC 8GB GDDR6 Grafikkarte,416.0,2023-01-29,RTX 3070
12,GIGABYTE GeForce RTX 3070 VISION OC 8‎GB GDDR6 Grafikkarte Rechnung und Garantie,422.0,2023-01-29,RTX 3070
13,"RTX 3070Ti GamingPro mit RGB, fast wie neu, voll funktionsfähig",450.0,2023-01-29,RTX 3070
14,"Gainward GeForce RTX 3070 Phoenix ""GS"" 8GB GDDR6 Grafikkarte",400.0,2023-01-29,RTX 3070
15,GeForce RTX 3070 Noctua Edition OC (LHR) + TuF Mousepad + RoG Lüfter ASUS BUNDLE,799.0,2023-01-29,RTX 3070
16,Gigabyte GeForce RTX 3070 VISION OC 8GB GDDR6,399.0,2023-01-29,RTX 3070
17,MSI RTX 3070 Gaming Z Trio,439.0,2023-01-29,RTX 3070
18,GIGABYTE GeForce RTX 3070 VISION OC 8‎GB GDDR6 Grafikkarte,420.0,2023-01-29,RTX 3070
19,MSI GeForce RTX 3070 Gaming Z Trio 8G Grafikkarte - Zustand sehr gut ,549.0,2023-01-29,RTX 3070
20,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 GDDR6 Grafikkarte,426.0,2023-01-29,RTX 3070
21,ASUS Dual Nvidia GeForce RTX 3070 V2 8GB OC Edition Gaming Grafikkarte,711.9,2023-01-28,RTX 3070
22,ASUS TUF GeForce RTX 3070 V2 OC Edition Gaming Grafikkarte 8GB GDDR6 Nvidia PCIe,729.0,2023-01-28,RTX 3070
23,GIGABYTE GeForce RTX 3070 VISION OC 8‎GB GDDR6 Grafikkarte,412.0,2023-01-28,RTX 3070
24,GIGABYTE GeForce RTX 3070 Ti GAMING OC 8G Grafikkarte (GV-N307TGAMING OC-8GD),482.04,2023-01-28,RTX 3070
25,MSI Nvidia Geforce RTX 3070 Gaming X Trio 8GB GDDR6 Non LHR mit OV und Rechnung.,411.0,2023-01-28,RTX 3070
26,ZOTAC GeForce RTX 3070 AMP Holo LHR  8 GB OC  High End Grafikkarte (Grafikkarte),667.53,2023-01-28,RTX 3070
27,MSI GeForce RTX 3070 Ti VENTUS 3X OC 8GB GDDR6X Grafikkarte mit OVP,575.0,2023-01-28,RTX 3070
28,Inno3D GeForce RTX 3070 TWIN X2 OC 8GB GDDR6 Grafikkarte (non LHR),376.01,2023-01-28,RTX 3070
29,ASUS TUF Gaming GeForce RTX 3070 Ti OC 8GB GDDR6X Grafikkarte,476.01,2023-01-28,RTX 3070
30,"Defekt! INNO3D GeForce RTX 3070 Ti X3 OC LHR, 8192 MB GDDR",399.4,2023-01-28,RTX 3070
31,EVGA GeForce Nvidia RTX 3070 FTW3 ULTRA 8GB GDDR6 Non LHR Grafikkarte,449.0,2023-01-28,RTX 3070
32,GIGABYTE NVIDIA GeForce RTX 3070 Ti VISION OC 8GB,672.0,2023-01-28,RTX 3070
33,⭐️ ASUS ROG Strix GeForce RTX 3070 Ti OC 8GB GDDR6X Grafikkarte ⭐️ Neu,729.0,2023-01-28,RTX 3070
34,ASUS ROG Strix GeForce RTX 3070 OC  nonLHR 8GB GDDR6 Grafikkarte weiß,650.0,2023-01-28,RTX 3070
35,"Gainward NVIDIA GeForce RTX 3070 Phoenix ""GS"" 8GB GDDR6 Non LHR Grafikkarte",439.0,2023-01-28,RTX 3070
36,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6 Grafikkarte,409.0,2023-01-27,RTX 3070
37,"MSI GeForce RTX 3070 GAMING X TRIO 8GB GDDR6 Grafikkarte, nonLHR",389.0,2023-01-27,RTX 3070
38,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 GDDR6 Grafikkarte,459.0,2023-01-27,RTX 3070
39,ASUS TUF Gaming GeForce RTX 3070 Ti OC 8GB GDDR6X - 18Monate Restgarantie,540.0,2023-01-27,RTX 3070
40,Nvidia Geforce RTX 3070 Asus Rog Strix 8GB DDR6 OVP + Rechnung,500.0,2023-01-27,RTX 3070
41,Gigabyte GF RTX 3070 Vision OC 8GB GDDR6 3xWindforce Grafikkarte noLHR #6515,499.9,2023-01-27,RTX 3070
42,GIGABYTE GeForce RTX 3070 OC 8‎GB GDDR6 NON LHR in Originalverpackung!,430.0,2023-01-27,RTX 3070
43,*DEFEKT* GIGABYTE GeForce RTX 3070 GAMING OC 8G,201.0,2023-01-26,RTX 3070
44,GIGABYTE AORUS GeForce RTX 3070 8GB GDDR6 Non LHR Grafikkarte,489.0,2023-01-26,RTX 3070
45,MSI GeForce RTX 3070 Gaming Z Trio LHR 8GB GDDR6 PCIe HDMI DisplayPort Gaming,729.94,2023-01-26,RTX 3070
46,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6,450.0,2023-01-26,RTX 3070
47,ASUS ROG Strix GeForce RTX 3070 Ti 8GB GDDR6X Grafikkarte mit Garantie ,569.0,2023-01-26,RTX 3070
48,"KFA2 KFA2 GeForce RTX™ 3070 EX 1-Click OC 8GB LHR (37NSL6MD2VXK) (NVIDIA, Grafik",599.99,2023-01-26,RTX 3070
49,MSI Geforce RTX 3070 Ti Suprim X 8GB,333.0,2023-01-26,RTX 3070
50,ASUS ROG Strix GeForce RTX 3070 Ti 8GB GDDR6X Grafikkarte mit Garantie ,569.0,2023-01-26,RTX 3070
51,Inno3D GEFORCE RTX 3070 TWIN X2 OC NVIDIA 8 GB GDDR6,378.0,2023-01-25,RTX 3070
52,Inno3D GeForce RTX 3070 iChill X3 8GB OC RECHNUNG Nvidia Grafikkarte,403.0,2023-01-25,RTX 3070
53,MSI GeForce RTX 3070 Ventus 3X OC LHR 8GB GDDR6 Grafikkarte,421.0,2023-01-25,RTX 3070
54,NVIDIA GeForce RTX 3070 Ti Founders Edition 8GB GDDR6X Grafikkarte,600.0,2023-01-25,RTX 3070
55,Palit GeForce RTX 3070 GamingPro 8GB GDDR6 Grafikkarte *HÄNDLER*,449.0,2023-01-25,RTX 3070
56,NVIDIA GeForce RTX 3070 Founders Edition,400.0,2023-01-25,RTX 3070
57,GIGABYTE GeForce RTX 3070 Ti GAMING OC 8G 8GB GDDR6X Grafikkarte (GV-N307TGAMING,500.0,2023-01-25,RTX 3070
58,GIGABYTE GeForce RTX 3070 EAGLE OC 8GB GDDR6 Grafikkarte (GV-N3070EAGLE OC-8GD),400.0,2023-01-25,RTX 3070
59,MSI Nvidia Geforce RTX 3070 Gaming X Trio 8GB GDDR6,480.0,2023-01-25,RTX 3070
0,NVIDIA GeForce RTX 3070 Founders Edition,400.0,2023-01-25,RTX 3070
1,GIGABYTE GeForce RTX 3070 Ti GAMING OC 8G 8GB GDDR6X Grafikkarte (GV-N307TGAMING,500.0,2023-01-25,RTX 3070
2,GIGABYTE GeForce RTX 3070 EAGLE OC 8GB GDDR6 Grafikkarte (GV-N3070EAGLE OC-8GD),400.0,2023-01-25,RTX 3070
3,MSI Nvidia Geforce RTX 3070 Gaming X Trio 8GB GDDR6,480.0,2023-01-25,RTX 3070
4,ASUS ROG Strix GeForce RTX 3070 OC 8GB GDDR6 Grafikkarte,600.0,2023-01-25,RTX 3070
5,Zotac Gaming GeForce RTX 3070 Ti Trinity OC 8GB GDDR6X - Zustand sehr gut,579.0,2023-01-25,RTX 3070
6,Inno3D GEFORCE RTX 3070 TWIN X2 OC NVIDIA 8 GB GDDR6,378.0,2023-01-25,RTX 3070
7,!Umverpackung! Einer Geforce RTX 3070 8Gb GDDR6 Deko Super Zustand Siehe Bilder ,24.95,2023-01-25,RTX 3070
8,GIGABYTE GeForce RTX 3070 EAGLE OC 8GB GDDR6 Grafikkarte (GV-N3070EAGLE OC-8GD),400.0,2023-01-24,RTX 3070
9,Inno3D GEFORCE RTX 3070 TWIN X2 OC NVIDIA 8 GB GDDR6,378.0,2023-01-24,RTX 3070
10,"RTX 3070Ti GamingPro mit RGB, fast wie neu, voll funktionsfähig 8gb",505.0,2023-01-24,RTX 3070
11,"MSI GeForce RTX™ 3070 Ti GAMING X TRIO 8GB LHR (V505-009R) (NVIDIA, Grafikkarte)",759.99,2023-01-24,RTX 3070
12,ASUS GeForce RTX 3070 DUAL OC 8GB GDDR6 Grafikkarte,430.0,2023-01-24,RTX 3070
13,ASUS ROG Strix GeForce RTX 3070 Ti OC,821.98,2023-01-24,RTX 3070
14,MSI RTX 3070 GAMING X TRIO 8GB GDDR6 Wie Neu+ OVP + Rechnung,430.0,2023-01-23,RTX 3070
15,GIGABYTE GeForce RTX 3070 VISION OC 8‎GB GDDR6 Grafikkarte,399.99,2023-01-23,RTX 3070
16,GIGABYTE GeForce RTX 3070 Ti GAMING OC 8G 8GB GDDR6X Grafikkarte (GV-N307TGAMING,500.0,2023-01-23,RTX 3070
17,GIGABYTE GeForce RTX 3070 Ti GAMING OC 8G 8GB GDDR6X Grafikkarte (GV-N307TGAMING,505.0,2023-01-23,RTX 3070
18,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 GDDR6 Grafikkarte,411.0,2023-01-23,RTX 3070
19,"ASUS GeForce RTX™ 3070 Dual OC 8GB V2 LHR 90YV0FQC-M0NA00 (NVIDIA, Grafikkarte)",589.0,2023-01-23,RTX 3070
20,PNY GeForce RTX 3070 8GB GDDR6 Grafikkarte / DEFEKT,301.0,2023-01-23,RTX 3070
21,MSI GeForce RTX 3070 VENTUS 2X OC 8GB GDDR6 Grafikkarte,395.0,2023-01-23,RTX 3070
22,Asus ROG Strix GeForce RTX 3070 OC 8GB GDDR6 G-Sync - Zustand sehr gut,455.0,2023-01-23,RTX 3070
23,MSI GeForce RTX 3070 Ventus 3X OC LHR 8GB GDDR6 Grafikkarte,441.0,2023-01-23,RTX 3070
24,ZOTAC GAMING GeForce RTX 3070 Twin Edge OC 8GB GDDR6 Grafikkarte,429.0,2023-01-22,RTX 3070
25,ASUS TUF Gaming GeForce RTX 3070 8‎GB GDDR6 Grafikkarte,416.0,2023-01-22,RTX 3070
26,Nvidia GeForce RTX 3070 Founders Edition,413.0,2023-01-22,RTX 3070
27,GIGABYTE AORUS GeForce RTX 3070 8GB GDDR6 Grafikkarte (GV-N3070AORUS M-8GD),530.0,2023-01-22,RTX 3070
28,ASUS GeForce RTX 3070 DUAL 8GB GDDR6 Grafikkarte,404.0,2023-01-22,RTX 3070
29,msi geforce rtx 3070 suprim x,580.0,2023-01-22,RTX 3070
30,EVGA GeForce RTX 3070 XC3 ULTRA GAMING 8GB GDDR6 Grafikkarte,415.0,2023-01-22,RTX 3070
31,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 Grafikkarte inkl. OVP TOP,412.0,2023-01-22,RTX 3070
32,MSI GeForce RTX™ 3070 Ti SUPRIM X 8G,506.0,2023-01-22,RTX 3070
33,GIGABYTE GeForce RTX 3070  GAMING OC 8G 8GB,402.0,2023-01-22,RTX 3070
34,GIGABYTE GeForce RTX 3070 EAGLE OC 8GB GDDR6 Grafikkarte (GV-N3070EAGLE OC-8GD),418.0,2023-01-22,RTX 3070
35,"NVIDIA GeForce RTX 3070 Founders Edition, kaum benutzt, Restgarantie + Rechnung",540.0,2023-01-22,RTX 3070
36,ZOTAC Geforce RTX 3070 AMP HOLO 8GB NVIDIA Grafikkarte,445.0,2023-01-22,RTX 3070
37,ASUS TUF Gaming GeForce RTX 3070 Ti OC 8GB GDDR6X Grafikkarte,577.15,2023-01-22,RTX 3070
38,"Palit GeForce RTX 3070 GameRrock 8GB GDDR6 Grafikkarte, LHR",381.0,2023-01-22,RTX 3070
39,EVGA GeForce Nvidia RTX 3070 FTW3 ULTRA 8GB GDDR6 Non LHR Grafikkarte,449.0,2023-01-22,RTX 3070
40,ASUS Turbo GeForce RTX 3070 8GB GDDR6 NON LHR Grafikkarte,381.0,2023-01-22,RTX 3070
41,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 Grafikkarte OVP guter Zustand,499.0,2023-01-22,RTX 3070
42,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6,402.0,2023-01-22,RTX 3070
43,Asus Geforce RTX 3070 Dual OC • NUR die OVP!,9.9,2023-01-22,RTX 3070
44,EVGA GeForce RTX 3070 XC3 ULTRA GAMING 8GB GDDR6 Grafikkarte,450.0,2023-01-22,RTX 3070
45,Zotac Gaming GeForce RTX 3070 Twin Edge OC LHR 8GB 256Bit GDDR6,415.0,2023-01-22,RTX 3070
46,"ASUS ROG Strix RTX 3070Ti OC Gaming Grafikkarte 8GB GDDR6X, 2xHDMI, 3xDP",680.0,2023-01-21,RTX 3070
47,"ASUS GeForce RTX™ 3070 Dual OC 8GB V2 LHR (90YV0FQC-M0NA00) (NVIDIA, Grafikkarte",599.0,2023-01-21,RTX 3070
48,KFA2 GeForce RTX 3070 Ti SG (1-Click OC) 8GB GDDR6X Grafikkarte,600.01,2023-01-21,RTX 3070
49,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6 Grafikkarte,436.0,2023-01-21,RTX 3070
50,GeForce RTX™ 3070 VISION OC 8G (Verhandlungsbasis 800€) VB,800.0,2023-01-21,RTX 3070
51,Gigabyte GeForce RTX 3070 Vision OC 8GB V2 LHR Grafikkarte GV-N3070VISION OC-8GD,505.0,2023-01-21,RTX 3070
52,MSI GEFORCE RTX 3070 TI VENTUS 3X GRAFIKKARTE gebraucht neuwertiger Zustand,485.51,2023-01-21,RTX 3070
53,Gainward GeForce RTX 3070 Phoenix 8GB GDDR6 Grafikkarte,430.0,2023-01-21,RTX 3070
54,MSI GeForce RTX 3070 GAMING Z TRIO 8GB | non LHR ,414.0,2023-01-21,RTX 3070
55,"ZOTAC GeForce RTX 3070 Ti Trinity 8GB 256 Bit GDDR6X Grafikkarte, wie neu!",500.0,2023-01-21,RTX 3070
56,+++ NVIDIA  RTX 3070  8GB +++ non LHR +++,455.0,2023-01-21,RTX 3070
57,ASUS TUF Gaming GeForce RTX 3070 Ti OC 8GB GDDR6X Grafikkarte TOP,549.0,2023-01-21,RTX 3070
58,MSI GeForce RTX 3070 SUPRIM 8GB GDDR6 Grafikkarte,299.0,2023-01-21,RTX 3070
59,"OVP MSI GeForce RTX 3070 Ti Gaming Trio X, ohne Grafikkarte",71.0,2023-01-21,RTX 3070
0,MSI GeForce RTX 3070 Ti GAMING X TRIO 8GB GDDR6X Grafikkarte,559.0,2023-01-20,RTX 3070
1,MSI GeForce RTX 3070 VENTUS 2X OC 8GB GDDR6 Grafikkarte,394.01,2023-01-20,RTX 3070
2,8GB MSI GeForce RTX 3070 GAMING Z TRIO LHR DDR | Rechnung,421.0,2023-01-20,RTX 3070
3,MSI Nvidia Geforce RTX 3070 Gaming X Trio 8GB GDDR6,530.0,2023-01-20,RTX 3070
4,Nvidia GeForce RTX 3070 Founders Edition,403.0,2023-01-20,RTX 3070
5,GIGABYTE GeForce RTX 3070 Ti GAMING OC 8G 8GB GDDR6X Grafikkarte (GV-N307TGAMING,505.0,2023-01-20,RTX 3070
6,HP NVIDIA GeForce RTX 3070  OEM Grafikkarte 8Gb GDDR6 /,381.0,2023-01-20,RTX 3070
7,HP NVIDIA GeForce RTX 3070  OEM Grafikkarte 8Gb GDDR6,388.0,2023-01-20,RTX 3070
8,ASUS GeForce RTX 3070 ROG STRIX 8GB GDDR6 Grafikkarte Non LHR,580.0,2023-01-20,RTX 3070
9,Palit GeForce RTX 3070 GamingPro 8GB GDDR6 Grafikkarte - Zustand: Sehr Gut,425.0,2023-01-20,RTX 3070
10,MSI GeForce RTX 3070 SUPRIM 8GB GDDR6 Grafikkarte NICHT LHR,431.0,2023-01-20,RTX 3070
11,ASUS ROG Strix GeForce RTX 3070 TI 8GB OC Edition Gaming Grafikkarte,774.99,2023-01-20,RTX 3070
12,MSI GeForce RTX 3070 SUPRIM 8GB GDDR6 Grafikkarte,339.0,2023-01-20,RTX 3070
13,ASUS  DUAL OC RTX 3070 LHR RGB V2 8-GB-DDR6 OVP TOP GAMING-GRAFIK !!!,401.0,2023-01-20,RTX 3070
14,"ASUS ROG Strix RTX 3070Ti OC Gaming Grafikkarte 8GB GDDR6X, 2xHDMI, 3xDP",822.93,2023-01-20,RTX 3070
15,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 GDDR6 Grafikkarte,412.51,2023-01-20,RTX 3070
16,MSI Geforce RTX3070 Ventus OC Edition 8GB GDDR6 - incl. OVP,382.0,2023-01-20,RTX 3070
17,RTX 3070 MSI Suprim X Grafikkarte *Neuwertig*,530.0,2023-01-20,RTX 3070
18,GIGABYTE GeForce RTX 3070 Ti GAMING OC 8G 8GB GDDR6X Grafikkarte (GV-N307TGAMING,555.0,2023-01-19,RTX 3070
19,NVIDIA GeForce RTX 3070 Ti Founders Edition 8GB GDDR6X Grafikkarte,422.51,2023-01-19,RTX 3070
20,MSI GeForce RTX 3070 GAMING X TRIO 8GB GDDR6 Grafikkarte,469.0,2023-01-19,RTX 3070
21,MSI GeForce RTX 3070 VENTUS 3X OC 8GB GDDR6 Grafikkarte,439.0,2023-01-19,RTX 3070
22,EVGA GeForce RTX 3070 FTW3 ULTRA 8GB GDDR6 Grafikkarte,450.0,2023-01-19,RTX 3070
23,NVIDIA GeForce RTX 3070 Ti Founders Edition 8GB GDDR6X Grafikkarte + Rechnung,599.0,2023-01-19,RTX 3070
24,Colorful GeForce RTX 3070 Non-LHR (N3070-806-SI2) Graphics Card,389.0,2023-01-19,RTX 3070
25,MSI GeForce RTX 3070 GAMING X TRIO 8GB GDDR6 Grafikkarte,450.0,2023-01-19,RTX 3070
26,EVGA GeForce Nvidia RTX 3070 FTW3 ULTRA 8GB GDDR6 Non LHR Grafikkarte,449.0,2023-01-19,RTX 3070
27,GIGABYTE GeForce RTX 3070 Ti GAMING OC 8G 8GB GDDR6X Grafikkarte (GV-N307TGAMING,555.0,2023-01-19,RTX 3070
28,Palit GeForce RTX 3070 GamingPro 8GB GDDR6 Grafikkarte - Zustand: Sehr Gut,425.0,2023-01-19,RTX 3070
29,EVGA GeForce Nvidia RTX 3070 FTW3 ULTRA 8GB GDDR6 Non LHR Grafikkarte,449.0,2023-01-19,RTX 3070
30,🌶 NVIDIA GeForce RTX 3070m 8 GB GDDR6 VRAM Grafikkarte *Desktop-Mashup*,380.0,2023-01-19,RTX 3070
31,"Gainward NVIDIA GeForce RTX 3070 Phoenix ""GS"" 8GB GDDR6 Non LHR Grafikkarte",419.0,2023-01-19,RTX 3070
32,"MSI GeForce RTX 3070 GAMING Z TRIO LHR, Grafikkarte",670.85,2023-01-18,RTX 3070
33,GIGABYTE AORUS GeForce RTX 3070 Ti Master ,600.0,2023-01-18,RTX 3070
34,Nvidia GeForce RTX 3070 MSI VENTUS 2X OC 8GB GDDR6 Grafikkarte Top Zustand,429.0,2023-01-18,RTX 3070
35,ASUS GeForce RTX 3070 DUAL OC 8GB GDDR6 in der OVP ,376.59,2023-01-18,RTX 3070
36,GIGABYTE GeForce RTX 3070 Ti VISION OC 8G 8GB GDDR6 Grafikkarte...,515.0,2023-01-18,RTX 3070
37,Palit GeForce RTX 3070 JetStream V1 LHR 8GB GDDR6 G-Sync - Zustand sehr gut ,499.0,2023-01-18,RTX 3070
38,ASUS TUF Gaming GeForce RTX 3070 8‎GB GDDR6 Grafikkarte,450.0,2023-01-18,RTX 3070
39,MSI GeForce RTX 3070 VENTUS 3X OC 8GB GDDR6 Grafikkarte,429.0,2023-01-18,RTX 3070
40,KFA2 GeForce RTX™ 3070 EX 1-Click OC 8GB Non-LHR (NVIDIA),445.0,2023-01-18,RTX 3070
41,Palit GeForce RTX 3070 GamingPro OC 8GB GDDR6 Grafikkarte *HÄNDLER*,449.0,2023-01-18,RTX 3070
42,MSI Nvidia Geforce RTX 3070 Gaming X Trio 8GB GDDR6  - TOP Zustand,459.0,2023-01-18,RTX 3070
43,MSI GeForce RTX 3070 SUPRIM X 8GB GDDR6 Grafikkarte,431.0,2023-01-18,RTX 3070
44,MSI GeForce RTX 3070 SUPRIM X LHR,481.0,2023-01-17,RTX 3070
45,"GeForce RTX 3070 Ventus 3x, GDDR6, 8GB",371.0,2023-01-17,RTX 3070
46,"GeForce RTX 3070 GDDR6, 8GB",380.0,2023-01-17,RTX 3070
47,GIGABYTE AORUS GeForce RTX 3070 Ti MASTER 8GB GDDR6X Grafikkarte Mit OVP,545.0,2023-01-17,RTX 3070
48,ASUS ROG Strix GeForce RTX 3070 Ti OC 8GB - OVP - 2 Monate alt,650.0,2023-01-17,RTX 3070
49,EVGA GeForce Nvidia RTX 3070 FTW3 ULTRA 8GB GDDR6 Non LHR Grafikkarte,449.0,2023-01-17,RTX 3070
50,"GIGABYTE GeForce RTX 3070 GAMING OC 8GB mit Restgarantie, NP1299 €",413.0,2023-01-17,RTX 3070
51,GIGABYTE GeForce RTX 3070 VISION OC 8‎GB GDDR6 Grafikkarte,420.69,2023-01-16,RTX 3070
52,MSI GeForce RTX 3070 VENTUS 3X OC 8GB GDDR6 Grafikkarte,429.0,2023-01-16,RTX 3070
53,MSI GeForce RTX 3070 SUPRIM X 8G GDDR6 LHR G-Sync - Zustand sehr gut ,533.0,2023-01-16,RTX 3070
54,ASUS ROG Strix GeForce RTX 3070 Ti OC 8GB GDDR6X Grafikkarte,549.0,2023-01-16,RTX 3070
55,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6 Grafikkarte,405.51,2023-01-16,RTX 3070
56,GIGABYTE GeForce RTX 3070 Ti GAMING OC 8GB GDDR6X Grafikkarte,529.0,2023-01-16,RTX 3070
57,"ASUS GeForce RTX™ 3070 TUF Gaming  OC 8GB V2 LHR (90YV0FQI-M0NA00) (NVIDIA, Graf",659.99,2023-01-16,RTX 3070
58,GIGABYTE AORUS GeForce RTX 3070 Master ,412.0,2023-01-16,RTX 3070
59,"Gainward NVIDIA GeForce RTX 3070 Phoenix ""GS"" 8GB GDDR6 Non LHR Grafikkarte",419.0,2023-01-15,RTX 3070
0,GIGABYTE GeForce RTX 3070 Ti GAMING OC 8GB GDDR6X Grafikkarte,529.0,2023-01-16,RTX 3070
1,"ASUS GeForce RTX™ 3070 TUF Gaming  OC 8GB V2 LHR (90YV0FQI-M0NA00) (NVIDIA, Graf",659.99,2023-01-16,RTX 3070
2,GIGABYTE AORUS GeForce RTX 3070 Master ,412.0,2023-01-16,RTX 3070
3,"Gainward NVIDIA GeForce RTX 3070 Phoenix ""GS"" 8GB GDDR6 Non LHR Grafikkarte",419.0,2023-01-15,RTX 3070
4,MSI GeForce RTX 3070 GAMING X TRIO 8GB GDDR6 Grafikkarte Neu inkl. Rechnung MwSt,598.18,2023-01-15,RTX 3070
5,Asus Rog Strix Geforce RTX 3070   8GB ,511.66,2023-01-15,RTX 3070
6,NVIDIA RTX 3070 8GB ZOTAC Gaming Twin Edge Dual Fan Grafikkarte incl OVP Non-LHR,422.0,2023-01-15,RTX 3070
7,ZOTAC GAMING GeForce RTX 3070 Twin Edge OC 8GB GDDR6 Grafikkarte,431.0,2023-01-15,RTX 3070
8,ASUS GeForce RTX 3070 DUAL OC 8GB GDDR6 Grafikkarte,420.0,2023-01-15,RTX 3070
9,ASUS TUF Gaming GeForce RTX 3070 8‎GB GDDR6 Grafikkarte,421.0,2023-01-15,RTX 3070
