,Title,Price [€],Purchase Date,Model
12,MSI GeForce RTX 3070 Ti Suprim X 8G Gaming Grafikkarte (NVIDIA 8GB GDDR6X),572.0,2022-12-04,RTX 3070
13,MSI GeForce RTX 3070 VENTUS 3X OC 8GB GDDR6 Grafikkarte || OVP || no LHR,416.0,2022-12-04,RTX 3070
14,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6 Grafikkarte NON LHR,428.0,2022-12-04,RTX 3070
15,NVIDIA GeForce RTX 3070 Founders Edition 8GB Grafikkarte,424.0,2022-12-04,RTX 3070
16,Palit Grafikkarte GeForce RTX 3070 Jetstream 8G LHR,619.0,2022-12-04,RTX 3070
17,MSI GeForce RTX 3070 GAMING X TRIO Non-LHR 8GB GDDR6 Grafikkarte,461.0,2022-12-04,RTX 3070
18,MSI GeForce RTX 3070 SUPRIM 8GB GDDR6 Grafikkarte,441.0,2022-12-04,RTX 3070
19,MSI GeForce RTX 3070 SUPRIM X 8GB GDDR6 Grafikkarte,440.0,2022-12-04,RTX 3070
20,NVIDIA GeForce RTX 3070 Ti Founders Edition 8GB GDDR6X Grafikkarte,555.0,2022-12-04,RTX 3070
21,GIGABYTE GeForce RTX 3070 Ti GAMING OC 8G 8GB GDDR6X Grafikkarte (GV-N307TGAMING,555.0,2022-12-04,RTX 3070
22,GIGABYTE GeForce RTX 3070 EAGLE OC 8GB GDDR6 Grafikkarte (GV-N3070EAGLE OC-8GD),444.0,2022-12-04,RTX 3070
23,ASUS GeForce RTX 3070 DUAL Gaming 8GB GDDR6 Grafikkarte,429.0,2022-12-04,RTX 3070
24,Gigabyte AORUS GEFORCE RTX 3070 Master M-8-GD DDR6 Grafikkarte *Top* gebraucht,432.0,2022-12-03,RTX 3070
25,ZOTAC GAMING GeForce RTX 3070 AMP Holo Grafikkarte,392.0,2022-12-03,RTX 3070
26,"ASUS TUF Gaming GeForce RTX 3070 8‎GB GDDR6 Grafikkarte, NO-LHR, OVP",469.0,2022-12-03,RTX 3070
27,ASUS GeForce RTX 3070 DUAL OC 8GB GDDR6 Grafikkarte,469.99,2022-12-03,RTX 3070
28,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6 Grafikkarte NON-LHR,449.0,2022-12-03,RTX 3070
29,ASUS TUF Gaming GeForce RTX 3070 Ti 8GB GDDR6X Grafikkarte,595.0,2022-12-03,RTX 3070
30,Gigabyte GV-RTX 3070 Eagle OC 8GB GDDR6 256bit 2*HDMI 2*DP PCI-E4.0,449.95,2022-12-03,RTX 3070
31,Palit NVIDIA GeForce RTX 3070Ti OC GameRock 8GB GDDR6X Grafikkarte  Restgarantie,524.0,2022-12-03,RTX 3070
32,Gaming ASUS GeForce RTX 3070 DUAL OC 8GB GDDR6 ⭐️ NEU OVP ⭐️ NON LHR Grafikkarte,403.0,2022-12-03,RTX 3070
33,ZOTAC Gaming GeForce RTX 3070 AMP Holo ⭐️ NEU OVP ⭐️  NON LHR Grafikkarte,393.0,2022-12-03,RTX 3070
34,MSI GeForce RTX 3070 VENTUS 2X OC 8GB GDDR6 Grafikkarte,392.01,2022-12-02,RTX 3070
35,NVIDIA GeForce RTX 3070 Ti Founders Edition 8GB GDDR6X Grafikkarte,550.0,2022-12-02,RTX 3070
36,NVIDIA GeForce RTX 3070 Ti Founders Edition 8GB GDDR6X Grafikkarte Gebraucht,611.0,2022-12-02,RTX 3070
37,MSI GeForce RTX 3070 VENTUS 3X OC 8GB GDDR6 Grafikkarte || OVP || no LHR,396.0,2022-12-02,RTX 3070
38,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6 Grafikkarte NON LHR,402.0,2022-12-02,RTX 3070
39,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6 Grafikkarte,415.0,2022-12-02,RTX 3070
40,MSI GeForce RTX 3070 VENTUS 3X OC (V390-007R) - Zustand sehr gut,421.0,2022-12-02,RTX 3070
41,ASUS GeForce RTX 3070 DUAL OC 8GB GDDR6 Grafikkarte - Zustand Sehr gut,417.0,2022-12-02,RTX 3070
42,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 GDDR6 Grafikkarte,402.0,2022-12-02,RTX 3070
43,MSI Nvidia Geforce RTX 3070 Gaming X Trio 8GB GDDR6 Non LHR,415.0,2022-12-02,RTX 3070
44,MSI GeForce RTX 3070 GAMING Z TRIO 8GB | non LHR | Rechnung | Garantie,427.57,2022-12-02,RTX 3070
45,Nvidia PNY GeForce RTX 3070 8GB GDDR6 Grafikkarte,219.0,2022-12-02,RTX 3070
46,GIGABYTE GeForce RTX 3070 VISION OC 8‎GB GDDR6 Grafikkarte,266.0,2022-12-02,RTX 3070
47,GIGABYTE GeForce RTX 3070 VISION OC 8‎GB GDDR6 Grafikkarte,479.0,2022-12-02,RTX 3070
48,GIGABYTE AORUS GeForce RTX 3070 Master || OVP || no LHR,585.0,2022-12-02,RTX 3070
49,MSI GeForce RTX 3070 SUPRIM 8GB GDDR6 Grafikkarte,550.0,2022-12-02,RTX 3070
50,NVIDIA GeForce RTX 3070 Ti FE Founders Edition 8GB GDDR6X Grafikkarte - NEU,677.0,2022-12-02,RTX 3070
51,Gainward GeForce RTX 3070 Phoenix 8GB GDDR6 Grafikkarte - Gebraucht,400.0,2022-12-02,RTX 3070
52,"NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 Non-LHR, gebraucht / geprüft",539.99,2022-12-01,RTX 3070
53,GIGABYTE GeForce RTX 3070 Ti Eagle  8GB GDDR6X Grafikkarte Gpu,550.0,2022-12-01,RTX 3070
54,GIGABYTE AORUS GeForce RTX 3070 Ti MASTER 8GB GDDR6X Grafikkarte,515.0,2022-12-01,RTX 3070
55,GIGABYTE GeForce RTX 3070 Ti VISION OC 8GB GDDR6X Grafikkarte,604.0,2022-12-01,RTX 3070
56,Palit GeForce RTX 3070 GamingPro OC 8GB GDDR6 Grafikkarte,408.88,2022-12-01,RTX 3070
57,ASUS NVIDIA GeForce RTX 3070 TUF Gaming OC 8GB Gaming Grafikkarte,479.0,2022-12-01,RTX 3070
58,"ASUS ROG Strix GeForce RTX 3070 Ti OC 8GB GDDR6X Grafikkarte - 3x DisplayPort,",820.99,2022-12-01,RTX 3070
59,MSI GeForce RTX 3070 SUPRIM 8GB GDDR6 Grafikkarte (non LHR),456.0,2022-12-01,RTX 3070
0,Lenovo OEM Nvidia GeForce RTX 3070 8GB GDDR6 Grafikkarte TOP ZUSTAND!,379.0,2022-12-01,RTX 3070
1,ASUS ROG Strix GeForce RTX 3070 Ti OC 8GB GDDR6X Grafikkarte,575.0,2022-11-30,RTX 3070
2,"ZOTAC Gaming GeForce RTX 3070 AMP , 8GB GDDR6 / GPU",405.0,2022-11-30,RTX 3070
3,EVGA GeForce RTX 3070 FTW3 ULTRA 8GB mit Restgarantie,473.0,2022-11-30,RTX 3070
4,Manli NVIDIA RTX3070 8GB GDDR6 256bit HDMI 3*DP PCI-E4.0,479.95,2022-11-30,RTX 3070
5,GIGABYTE GeForce RTX 3070 GAMING OC Rev. 2.0,629.42,2022-11-30,RTX 3070
6,Grafikkarte NVIDIA MSI GeForce RTX 3070 Ti Gaming X Trio 8GB GDDR6X HDMI DP LHR,849.9,2022-11-30,RTX 3070
7,ASUS GeForce RTX 3070 DUAL OC 8GB - 1 Jahr alt.,450.0,2022-11-30,RTX 3070
8,"Zotac Gaming GeForce RTX 3070 AMP Holo, 8GB GDDR6, HDMI, 3x DP",422.52,2022-11-30,RTX 3070
9,ZOTAC GAMING GeForce RTX 3070 Twin Edge 8GB GDDR6 Grafikkarte TOP ZUSTAND,399.0,2022-11-30,RTX 3070
10,NVIDIA RTX 3070m OC 8 GB GDDR6 VRAM Grafikkarte *refurbished*,400.0,2022-11-30,RTX 3070
11,Palit GeForce RTX 3070 GamingPro 8GB GDDR6 Grafikkarte,499.0,2022-11-30,RTX 3070
12,HP NVIDIA GeForce RTX 3070 8GB Grafikkarte,418.0,2022-11-30,RTX 3070
13,GIGABYTE GeForce RTX 3070 GAMING OC 8GB Grafikkarte (NON LHR) - Generalüberholt,446.0,2022-11-30,RTX 3070
14,NVIDIA GeForce RTX 3070 Founders Edition 8GB | non LHR | OVP | gebraucht ,436.0,2022-11-29,RTX 3070
15,Palit GeForce RTX 3070 GamingPro 8GB GDDR6 Grafikkarte,405.0,2022-11-29,RTX 3070
16,Asus RTX 3070Ti OC TUF Gaming,600.0,2022-11-29,RTX 3070
17,ASUS TUF Gaming GeForce RTX 3070 8‎GB GDDR6 Grafikkarte,460.0,2022-11-29,RTX 3070
18,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 GDDR6 Grafikkarte - gebraucht,525.0,2022-11-29,RTX 3070
19,MSI GeForce RTX 3070 VENTUS 3X OC 8GB GDDR6X G-Sync Grafikkarte - Zustand gut ,369.0,2022-11-29,RTX 3070
20,ASUS ROG-STRIX-RTX3070TI-O8G-GAMING,549.0,2022-11-29,RTX 3070
21,MSI GeForce RTX 3070 GAMING X TRIO 8GB GDDR6,455.9,2022-11-29,RTX 3070
22,"ASUS NVIDIA GeForce RTX 3070 TUF Gaming 8GB Gaming No LHR , Restgarantie",483.0,2022-11-29,RTX 3070
23,Palit GeForce RTX 3070 GamingPro 8GB GDDR6 Grafikkarte,499.0,2022-11-29,RTX 3070
24,ASUS ROG Strix GeForce RTX 3070 Ti OC 8GB GDDR6X Grafikkarte,600.0,2022-11-28,RTX 3070
25,"NON LHR Nvidea GeForce RTX 3070 8GB, MSI OEM in Top Zustand ",449.99,2022-11-28,RTX 3070
26,VGA Grafikkarte ASUS nVidia GeForce Turbo RTX 3070 8 GB GDDR6 o. LHR + Garantie,392.0,2022-11-28,RTX 3070
27,GIGABYTE GeForce RTX 3070 GAMING OC 8GB Grafikkarte + Rechnung & Restgarantie,464.0,2022-11-28,RTX 3070
28,GIGABYTE AORUS GeForce RTX 3070 Master 8G (Rev. 2.0) 8GB Grafikkarte - Neuwertig,451.0,2022-11-28,RTX 3070
29,EVGA GeForce RTX 3070 XC3 ULTRA 8GB GDDR6 Grafikkarte,444.0,2022-11-28,RTX 3070
30,Palit GeForce RTX 3070 Jetstream OC V1 Grafikkarte (LHR) - Zustand Sehr gut,429.0,2022-11-28,RTX 3070
31,GIGABYTE RTX 3070 Ti GAMING OC 8GB GDDR6X | OVP +Rechnung + Rest Garantie,629.99,2022-11-28,RTX 3070
32,"GIGABYTE GeForce RTX 3070 Ti GAMING OC 8GB GDDR6X Grafikkarte 2x HDMI, 2x DP OVP",555.01,2022-11-28,RTX 3070
33,NVIDIA GeForce RTX 3070 Ti Founders Edition 8GB GDDR6X Grafikkarte,599.0,2022-11-28,RTX 3070
34,ZOTAC GeForce RTX 3070 Twin Edge OC White Edition 8GB GDDR6 Grafikkarte,389.0,2022-11-28,RTX 3070
35,EVGA GeForce RTX 3070 XC3 Black 8GB GDDR6 Grafikkarte ,440.0,2022-11-28,RTX 3070
36,NVIDIA RTX 3070 Gigabyte Aorus Master 8‎GB NON LHR,426.0,2022-11-28,RTX 3070
37,ASUS NVIDIA GeForce RTX 3070 TUF Gaming OC 8GB Gaming Grafikkarte...,438.0,2022-11-28,RTX 3070
38,Asus RoG Strix GeForce RTX 3070 8GB GDDR6 Non-LHR - Geprüfte Gebrauchtware,569.99,2022-11-28,RTX 3070
39,GIGABYTE AORUS GeForce RTX 3070 Ti MASTER 8GB GDDR6X Grafikkarte,350.0,2022-11-27,RTX 3070
40,GIGABYTE GeForce RTX 3070 Ti VISION OC 8GB GDDR6X Grafikkarte,650.0,2022-11-27,RTX 3070
41,MSI Geforce RTX 3070 Gaming Z Trio 8GB,506.0,2022-11-27,RTX 3070
42,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6 Grafikkarte,420.0,2022-11-27,RTX 3070
43,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6 Grafikkarte [No LHR],429.0,2022-11-27,RTX 3070
44,ASUS TUF Gaming GeForce RTX 3070 8‎GB GDDR6 Grafikkarte,431.0,2022-11-27,RTX 3070
45,EVGA GeForce RTX 3070 XC3 Ultra LHR  8 GB OC  Enthusiast Grafikkarte,724.42,2022-11-27,RTX 3070
46,GIGABYTE AORUS GeForce RTX 3070 Ti MASTER 8GB GDDR6X Grafikkarte,350.0,2022-11-27,RTX 3070
47,EVGA GeForce RTX 3070 XC3 ULTRA 8GB GDDR6 Grafikkarte,421.0,2022-11-27,RTX 3070
48,GIGABYTE AORUS GeForce RTX 3070 8GB GDDR6 Grafikkarte,431.0,2022-11-27,RTX 3070
49,"ASUS TUF GeForce RTX 3070 TI 8GB OC Version, erst 3 Monate alt",545.0,2022-11-27,RTX 3070
50,GIGABYTE AORUS GeForce RTX 3070 Master || OVP || no LHR,431.0,2022-11-27,RTX 3070
51,GIGABYTE GeForce RTX 3070 VISION OC-Edition mit 8‎GB GDDR6 Grafikkarte in weiß,436.0,2022-11-27,RTX 3070
52,MSI GeForce RTX 3070 Ti Suprim X 8G Gaming Grafikkarte (NVIDIA 8GB GDDR6X),605.0,2022-11-27,RTX 3070
53,GIGABYTE AORUS GeForce RTX 3070 Master || OVP || no LHR,450.0,2022-11-27,RTX 3070
54,Palit GeForce RTX 3070 GamingPro OC 8GB GDDR6 Grafikkarte,404.0,2022-11-27,RTX 3070
55,NVIDIA GeForce RTX 3070 Founders Edition 8GB Grafikkarte,425.0,2022-11-27,RTX 3070
56,"ZOTAC GeForce RTX 3070 AMP HOLO, Grafikkarte",499.99,2022-11-27,RTX 3070
57,ASUS TUF Gaming GeForce RTX 3070 8‎GB GDDR6 Grafikkarte,441.0,2022-11-27,RTX 3070
58,🔥 🔥  MSI GeForce RTX 3070 SUPRIM X LHR 8GB GDDR6 Grafikkarte 🔥 🔥 ,450.0,2022-11-27,RTX 3070
59,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 Grafikkarte Gebraucht ,421.0,2022-11-27,RTX 3070
0,NVIDIA GeForce RTX 3070 Ti Founders Edition 8GB GDDR6X Grafikkarte,520.0,2022-11-26,RTX 3070
1,GIGABYTE AORUS GeForce RTX 3070 8GB GDDR6 Grafikkarte (GV-N3070AORUS M-8GD),499.0,2022-11-26,RTX 3070
2,"ASUS GeForce RTX 3070 Ti TUF GAMING OC LHR, Grafikkarte",649.0,2022-11-26,RTX 3070
3,NVIDIA GeForce RTX 3070 FE Founders Edition 8GB GDDR6 Grafikkarte NEW,599.0,2022-11-26,RTX 3070
4,ASUS TUF Gaming GeForce RTX 3070 Ti 8GB GDDR6X Grafikkarte,565.0,2022-11-26,RTX 3070
5,Zotac Gaming GeForce RTX 3070 Twin Edge OC 8GB GDDR6 Grafikkarte,400.0,2022-11-25,RTX 3070
6,"GIGABYTE RTX 3070 GAMING OC 8GB GDDR6, NO-LHR, OVP, Rechnung vom: 10.03.2021",469.0,2022-11-25,RTX 3070
7,MSI GeForce RTX 3070 SUPRIM X 8GB GDDR6 Grafikkarte (non LHR) Restgarantie,549.99,2022-11-25,RTX 3070
8,NVIDIA GeForce RTX 3070 Ti Founders Edition 8GB GDDR6X Grafikkarte mit Garantie,478.0,2022-11-25,RTX 3070
9,MSI GeForce RTX 3070 VENTUS 3X OC 8GB GDDR6 Grafikkarte || OVP || no LHR,426.65,2022-11-25,RTX 3070
10,MSI GeForce RTX 3070 GAMING Z TRIO 8GB | non LHR ,498.0,2022-11-25,RTX 3070
11,Zotac Gaming GeForce RTX 3070 Twin Edge OC 8GB GDDR6 Grafikkarte,400.0,2022-11-25,RTX 3070
12,ASUS Dual GeForce RTX 3070 OC Edition inkl. OVP,416.0,2022-11-25,RTX 3070
13,EVGA GeForce RTX 3070 XC3 ULTRA GAMING - WIE NEU - 1 MONAT ALT - LHR,550.0,2022-11-25,RTX 3070
14,"MSI GeForce RTX 3070 Ti SUPRIM X 8GB GDDR6X Grafikkarte - 3x DisplayPort, 1x",842.99,2022-11-25,RTX 3070
15,"INNO3D GeForce RTX 3070 Twin X2 LHR Grafikkarte - 3x DisplayPort, 1x HDMI",577.99,2022-11-25,RTX 3070
16,Palit GeForce RTX 3070 GamingPro 8G V1 LHR GDDR6 Grafikkarte - 3x,606.99,2022-11-25,RTX 3070
17,NVIDIA RTX 3070 Gigabyte Aorus Master 8‎GB,559.0,2022-11-25,RTX 3070
18,MSI GeForce RTX 3070 SUPRIM 8GB GDDR6 Grafikkarte,470.0,2022-11-25,RTX 3070
19,NVIDIA GeForce RTX 3070 Founders Edition NEU & OVP Fast Shipping Invoice,689.0,2022-11-25,RTX 3070
20,EVGA GeForce RTX 3070 Ti FTW3 Ultra Gaming Grafikkarte - 3x DisplayPort/1x HDMI,759.99,2022-11-25,RTX 3070
21,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 GDDR6 Grafikkarte,599.0,2022-11-25,RTX 3070
22,ASUS GeForce RTX 3070 Ti TUF Gaming OC 8GB LHR NVIDIA,659.99,2022-11-25,RTX 3070
23,NVIDIA GeForce RTX 3070 Ti Founders Edition FE 8GB GDDR6X 3070Ti,640.0,2022-11-25,RTX 3070
24,GIGABYTE GeForce RTX 3070 EAGLE OC 8GB GDDR6 Grafikkarte ,435.0,2022-11-25,RTX 3070
25,Gainward GeForce RTX 3070 Ti Phoenix  8 GB  Enthusiast Grafikkarte (Grafikkarte),1200.0,2022-11-25,RTX 3070
26,"ASUS GeForce RTX™ 3070 TUF Gaming  OC 8GB V2 LHR (90YV0FQI-M0NA00) (NVIDIA, Graf",999.99,2022-11-25,RTX 3070
27,Zotac Gaming GeForce RTX 3070 Ti Trinity Grafikkarte ,706.23,2022-11-25,RTX 3070
28,Gigabyte GeForce RTX 3070 Eagle OC 8G LHR ✅ NEU - NEW ✅,624.99,2022-11-25,RTX 3070
29,🔥 🔥  MSI GeForce RTX 3070 SUPRIM X LHR 8GB GDDR6 Grafikkarte 🔥 🔥 ,464.76,2022-11-25,RTX 3070
30,MSI GeForce RTX 3070 Suprim 8GB GDDR6 (Neuwertig + Restgarantie),509.0,2022-11-25,RTX 3070
31,Zotac GeForce RTX 3070 Twin Edge OC White 8GB GDDR6 - Zustand sehr gut *Non LHR*,399.0,2022-11-24,RTX 3070
32,MSI Ventus 2X OC NVIDIA 3070 RTX,399.0,2022-11-24,RTX 3070
33,Gainward GeForce RTX 3070 Phantom 8‎GB GDDR6 Grafikkarte,420.0,2022-11-24,RTX 3070
34,MSI GeForce RTX 3070 GAMING Z TRIO 8GB | non LHR | Rechnung | Garantie,427.0,2022-11-24,RTX 3070
35,MSI GeForce RTX 3070 VENTUS 2X OC 8GB GDDR6 Grafikkarte,432.0,2022-11-24,RTX 3070
36,PNY GeForce RTX 3070 8GB GDDR6 Grafikkarte (VCG30708LTFXPPB),440.0,2022-11-24,RTX 3070
37,"ZOTAC ZOTAC GeForce RTX™ 3070 TWIN EDGE OC LHR 8GB (ZT-A30700H-10PLHR) (NVIDIA,",619.99,2022-11-24,RTX 3070
38,MSI GeForce RTX 3070 SUPRIM X 8GB GDDR6 Grafikkarte (non LHR),470.0,2022-11-24,RTX 3070
39,ASUS TUF GeForce RTX 3070 V2 8 GB OC Version Gaming Grafikkarte,696.9,2022-11-24,RTX 3070
40,NVIDIA GeForce RTX 3070 Founders Edition 8GB OVP,519.0,2022-11-24,RTX 3070
41,NVIDIA GeForce RTX 3070ti FE Founders Edition NEW & SEALED,799.99,2022-11-23,RTX 3070
42,INNO3D NVIDIA GeForce RTX 3070 iCHILL X3 8GB GDDR6 Grafikkarte (Non-LHR),456.0,2022-11-23,RTX 3070
43,"ASUS Dual GeForce RTX 3070 OC, DUAL-RTX3070-O8G, 8GB GDDR6, OVP, TOP",429.0,2022-11-23,RTX 3070
44,ASUS TUF Gaming GeForce RTX 3070 OC  8GB GDDR6 Grafikkarte,440.0,2022-11-23,RTX 3070
45,GIGABYTE AORUS GeForce RTX 3070 8GB GDDR6 Grafikkarte ,470.0,2022-11-23,RTX 3070
46,[NEU | Bundle] ASUS Dual GeForce RTX 3070 V2 8GB + Lüfter ROG Strix XF 120,555.0,2022-11-23,RTX 3070
47,MSI GeForce RTX 3070 GAMING Z TRIO 8GB | non LHR | Rechnung | Garantie,451.0,2022-11-23,RTX 3070
